file_index,text,Arg1_RawText,Arg1_CharacterSpanList,Arg2_RawText,Arg2_CharacterSpanList,Connective_RawText,Connective_CharacterSpanList,Sense,Type
1853,I say it's a lie.,nan,nan,nan,nan,nan,nan,nan,nan
1854,It depends on where the man falls from.,nan,nan,nan,nan,nan,nan,nan,nan
1855,"Yes, because if the man falls from a tall... a very high building, and hits the ground, that means he's dead.","Yes , that means he 's dead","[[0, 4], [88, 108]]","if the man falls from a tall ... a very high building , and hits the ground ,","[[13, 87]]",because,"[[5, 12]]",Contingency.Cause,Explicit
1855,"Yes, because if the man falls from a tall... a very high building, and hits the ground, that means he's dead.","Yes , because that means he 's dead","[[0, 12], [88, 108]]","the man falls from a tall ... a very high building , and hits the ground ,","[[16, 87]]",if,"[[13, 15]]",Contingency.Condition,Explicit
1856,"That's... that's also known as ""Call to Glory.""",nan,nan,nan,nan,nan,nan,nan,nan
1857,"You are on your own, by yourself and with yourself.",nan,nan,nan,nan,nan,nan,nan,nan
1858,"Yes, and on Tuesdays, we do trendy things, those things in vogue, you know, the things going on in town, in your neighborhood (you know), what's the... what, what happens to be the new thing, the new level... the rave of the moment.",Yes,"[[0, 3]]","on Tuesdays , we do trendy things , those things in vogue , you know , the things going on in town , in your neighborhood ( you know ) , what 's the ... what , what happens to be the new thing , the new level ...","[[9, 208]]",and,"[[5, 8]]",Expansion.Conjunction,Explicit
1859,"Then on Wednesdays, we talk about relationships, love matters, you know, you know...",,[],"on Wednesdays , we talk about relationships , love matters , you know you know","[[5, 71], [73, 81]]",Then,"[[0, 4]]",Temporal.Asynchronous,Explicit
186,"Greetings, guys.",nan,nan,nan,nan,nan,nan,nan,nan
1860,"You know, this issue of ""I love you, I love you.""",nan,nan,nan,nan,nan,nan,nan,nan
1861,It looks... it’s turning into something else.,nan,nan,nan,nan,nan,nan,nan,nan
1862,"The last time I was told that... when a chick told me, ""okay, if you know you really love me, would you die for me?"", I warned her.","told that ... "" okay would you die for me ? I warned her","[[20, 32], [55, 60], [94, 115], [118, 130]]","a chick told me , if you know you really love me","[[38, 54], [62, 92]]",when,"[[33, 37]]",Temporal.Synchrony,Explicit
1862,"The last time I was told that... when a chick told me, ""okay, if you know you really love me, would you die for me?"", I warned her.",""" okay would you die for me I warned her","[[55, 60], [94, 114], [118, 130]]",you know you really love me,"[[65, 92]]",if,"[[62, 64]]",Contingency.Condition,Explicit
1863,"I said, ""if you try it with me!""",,[],you try it with me,"[[12, 30]]",if,"[[9, 11]]",Contingency.Condition,Explicit
1864,"""How will I die for you?""",nan,nan,nan,nan,nan,nan,nan,nan
1865,"""Don't you know that the love I have for you is an undying love?""",nan,nan,nan,nan,nan,nan,nan,nan
1866,That's my escape route.,nan,nan,nan,nan,nan,nan,nan,nan
1867,Because I can't die for anyone.,,[],I can't die for anyone,"[[8, 30]]",Because,"[[0, 7]]",Contingency.Cause,Explicit
1868,Yes!,nan,nan,nan,nan,nan,nan,nan,nan
1869,"So on Wednesdays... I mean Thursdays, we talk about past events which happened many years ago, in those days when we were... when we were really living, and we compare it to what we have now.",,[],"on Wednesdays ... I mean Thursdays , we talk about past events which happened many years ago , in those days when we were ... when we were really living , and we compare it to what we have now","[[3, 190]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1869,"So on Wednesdays... I mean Thursdays, we talk about past events which happened many years ago, in those days when we were... when we were really living, and we compare it to what we have now.","Thursdays , we talk about past events which happened many years ago , in those days when we were ... when we were really living","[[27, 151]]",we compare it to what we have now,"[[157, 190]]",and,"[[153, 156]]",Expansion.Conjunction,Explicit
187,"So, I just want to talk uh... about uh... wife beating.",,[],", I just want to talk uh ... about uh ... wife beating","[[2, 54]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1870,"Like the poems we recite in those days, when we were in school; our poems are different from what they have now.",nan,nan,nan,nan,nan,nan,nan,nan
1871,"We recited poems like 'your canoe is out of shape, our canoe is in shape...'",nan,nan,nan,nan,nan,nan,nan,nan
1872,Those were the kinds of poem we used to sing.,nan,nan,nan,nan,nan,nan,nan,nan
1873,"You know, a bonga, a bonga... we don't know it.",nan,nan,nan,nan,nan,nan,nan,nan
1874,"But nowadays, all those children... their... the package... it doesn’t work out well.",,[],"nowadays , all those children ... their ... the package ... it doesn’t work out well","[[4, 84]]",But,"[[0, 3]]",Comparison.Contrast,Explicit
1875,"So we do... we compare the things of those days with the things of, of... (you know), now... nowadays.",,[],"we do ... we compare the things of those days with the things of , of ... ( you know ) , now ... nowadays","[[3, 101]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1876,"How we go to school in those days... we put our slates under our armpits, we take...",nan,nan,nan,nan,nan,nan,nan,nan
1877,"Our slates were our... they were our modern-day day iPad, or tablet that we use now.",nan,nan,nan,nan,nan,nan,nan,nan
1878,It's the slate.,nan,nan,nan,nan,nan,nan,nan,nan
1879,We call it a blackboard.,nan,nan,nan,nan,nan,nan,nan,nan
188,You do not understand what the women ba-...?,nan,nan,nan,nan,nan,nan,nan,nan
1880,A small one.,nan,nan,nan,nan,nan,nan,nan,nan
1881,We wrote our ABCs and 123s on them.,nan,nan,nan,nan,nan,nan,nan,nan
1882,We held them under our armpits and took them to school.,nan,nan,nan,nan,nan,nan,nan,nan
1883,"You know, we went schools for the sake of eating akara [bean cake] at that time.",nan,nan,nan,nan,nan,nan,nan,nan
1884,That's the nursery schoool.,nan,nan,nan,nan,nan,nan,nan,nan
1885,"You know, different things.",nan,nan,nan,nan,nan,nan,nan,nan
1886,We took water bottles with us.,nan,nan,nan,nan,nan,nan,nan,nan
1887,"All of us will drink with the same cup, from a big drum, at the long break period.",nan,nan,nan,nan,nan,nan,nan,nan
1888,No.,nan,nan,nan,nan,nan,nan,nan,nan
1889,For those long...,nan,nan,nan,nan,nan,nan,nan,nan
189,"The, the, way they beat, beat women.",nan,nan,nan,nan,nan,nan,nan,nan
1890,Then we'd go... we'd drop one kobo each into a bowl to eat bread and akara.,,[],we 'd go ... we 'd drop one kobo each into a bowl to eat bread and akara,"[[5, 74]]",Then,"[[0, 4]]",Temporal.Asynchronous,Explicit
1891,That was how we hustled back then.,nan,nan,nan,nan,nan,nan,nan,nan
1892,I was in school at that time.,nan,nan,nan,nan,nan,nan,nan,nan
1893,"Then, l was asked to read the letters of the alphabet.",,[],", l was asked to read the letters of the alphabet","[[4, 53]]",Then,"[[0, 4]]",Temporal.Asynchronous,Explicit
1894,I sang the ABCs.,nan,nan,nan,nan,nan,nan,nan,nan
1895,Then I got to a part in the song...,,[],I got to a part in the song ...,"[[5, 35]]",Then,"[[0, 4]]",Temporal.Asynchronous,Explicit
1896,M U M E O P.,nan,nan,nan,nan,nan,nan,nan,nan
1897,"Ah, that was how I understood it.",nan,nan,nan,nan,nan,nan,nan,nan
1898,So I took spu-... that was how I recited it.,,[],I took spu -... that was how I recited it,"[[3, 43]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1899,I said M U M E scopew.,nan,nan,nan,nan,nan,nan,nan,nan
19,"So my friend and I, we started to work together for people.",,[],"my friend and I , we started to work together for people","[[3, 58]]",So,"[[0, 2]]",Contingency.Cause,Explicit
190,The way that they mu-.,nan,nan,nan,nan,nan,nan,nan,nan
1900,U R O skecity.,nan,nan,nan,nan,nan,nan,nan,nan
1901,"I said, ""stop there!""",nan,nan,nan,nan,nan,nan,nan,nan
1902,"""Come and touch scopew on the board!""",nan,nan,nan,nan,nan,nan,nan,nan
1903,I told the teacher that I was f-... I was sick.,nan,nan,nan,nan,nan,nan,nan,nan
1904,"Mama said if I'm sick, I shouldn't touch anything on the board.",I should n't touch anything on the board,"[[23, 62]]",I 'm sick,"[[13, 21]]",if,"[[10, 12]]",Contingency.Condition,Explicit
1905,That was how I escaped in school.,nan,nan,nan,nan,nan,nan,nan,nan
1906,There were different things which helped in training us in schools.,nan,nan,nan,nan,nan,nan,nan,nan
1907,Confusion.,nan,nan,nan,nan,nan,nan,nan,nan
1908,Confusion.,nan,nan,nan,nan,nan,nan,nan,nan
1909,The teacher gave me math and English exercises.,nan,nan,nan,nan,nan,nan,nan,nan
191,The way they do not even treat uh...women like human beings.,nan,nan,nan,nan,nan,nan,nan,nan
1910,I failed.,nan,nan,nan,nan,nan,nan,nan,nan
1911,"I was provoked, and I went out to call my 'mile'.",I was provoked,"[[0, 14]]",I went out to call my ' mile ',"[[20, 48]]",and,"[[16, 19]]",Expansion.Conjunction,Explicit
1912,Mile is another name for mom in Warri.,nan,nan,nan,nan,nan,nan,nan,nan
1913,"I went out to call my mom, and I told her, ""come and see!""",I went out to call my mom,"[[0, 25]]","I told her , "" come and see !","[[31, 57]]",and,"[[27, 30]]",Expansion.Conjunction,Explicit
1914,"Out of all the students in this school, they beat me saying that I don’t understand math and English.",nan,nan,nan,nan,nan,nan,nan,nan
1915,My mom showed up.,nan,nan,nan,nan,nan,nan,nan,nan
1916,A typical Urhobo woman.,nan,nan,nan,nan,nan,nan,nan,nan
1917,She warned the teacher.,nan,nan,nan,nan,nan,nan,nan,nan
1918,"""Teacher, you whipped my child.""",nan,nan,nan,nan,nan,nan,nan,nan
1919,He said yes.,nan,nan,nan,nan,nan,nan,nan,nan
192,I really don’t know.,nan,nan,nan,nan,nan,nan,nan,nan
1920,Uhuh?,nan,nan,nan,nan,nan,nan,nan,nan
1921,"She said ""okay, why did you whip him?""",nan,nan,nan,nan,nan,nan,nan,nan
1922,"The teacher said, ""because I gave him exercises in math and English, and he failed.""",,[],I gave him exercises in math and English and he failed,"[[27, 67], [69, 82]]",because,"[[19, 26]]",Contingency.Cause,Explicit
1922,"The teacher said, ""because I gave him exercises in math and English, and he failed.""",because I gave him exercises in math and English,"[[19, 67]]",he failed,"[[73, 82]]",and,"[[69, 72]]",Expansion.Conjunction,Explicit
1923,The teacher said...,nan,nan,nan,nan,nan,nan,nan,nan
1924,"My mom said, ""do you even understand math?""",nan,nan,nan,nan,nan,nan,nan,nan
1925,"The teacher said, ""of course, I'm the teacher.""",nan,nan,nan,nan,nan,nan,nan,nan
1926,"My mum said ""okay, if you understand math, then solve this one for me.""",""" okay , you understand math","[[12, 18], [22, 41]]",solve this one for me,"[[48, 69]]",if then,"[[19, 21], [43, 47]]",Contingency.Condition,Explicit
1926,"My mum said ""okay, if you understand math, then solve this one for me.""",""" okay , you understand math","[[12, 18], [22, 41]]",then solve this one for me,"[[43, 69]]",if,"[[19, 21]]",Contingency.Condition,Explicit
1927,Mom mom gave the teacher a tough math exercise.,nan,nan,nan,nan,nan,nan,nan,nan
1928,She said okay!,nan,nan,nan,nan,nan,nan,nan,nan
1929,Some went to this place and some went to the other place.,Some went to this place,"[[0, 23]]",some went to the other place,"[[28, 56]]",and,"[[24, 27]]",Expansion.Conjunction,Explicit
193,This really does happen a lot in Nigeria.,nan,nan,nan,nan,nan,nan,nan,nan
1930,How many remained?,nan,nan,nan,nan,nan,nan,nan,nan
1931,"For two minutes, the teacher was confused.",nan,nan,nan,nan,nan,nan,nan,nan
1932,"The teacher said, ""lady, this isn't math.""",nan,nan,nan,nan,nan,nan,nan,nan
1933,"My mum said, ""come on, keep quiet!""",nan,nan,nan,nan,nan,nan,nan,nan
1934,"""You don't know that this is a simple math exercise.""",nan,nan,nan,nan,nan,nan,nan,nan
1935,"""If some went to this place, and some went another other place, only some will remain?""",some went to this place only some will remain,"[[4, 27], [64, 85]]",and some went another other place,"[[29, 62]]",If,"[[1, 3]]",Contingency.Condition,Explicit
1935,"""If some went to this place, and some went another other place, only some will remain?""",If some went to this place,"[[1, 27]]",some went another other place only some will remain,"[[33, 62], [64, 85]]",and,"[[29, 32]]",Comparison.Contrast,Explicit
1936,Oh boy!,nan,nan,nan,nan,nan,nan,nan,nan
1937,"For, for the next five uh... four years in school, the, the teacher didn't lay a finger on me.",nan,nan,nan,nan,nan,nan,nan,nan
1938,"If you dare raise a cane up to beat me, I'll just say that I'll get my mom to come after you.",I 'll just say that I 'll get my mom to come after you,"[[40, 92]]",you dare raise a cane up to beat me,"[[3, 38]]",If,"[[0, 2]]",Contingency.Condition,Explicit
1939,I threatened the whole school with the news of my mom coming.,nan,nan,nan,nan,nan,nan,nan,nan
194,"A person will get married, he will have a woman move in, he doesn't know he never liked the woman.",nan,nan,nan,nan,nan,nan,nan,nan
1940,That was how I continued till I left... finished my primary school education.,That was how I continued,"[[0, 24]]",I left ... finished my primary school education,"[[30, 76]]",till,"[[25, 29]]",Temporal.Asynchronous,Explicit
1941,So don't forget that.,,[],don't forget that,"[[3, 20]]",So,"[[0, 2]]",Contingency.Cause,Explicit
1942,"(You know), we picked different things from our neighborhood.",nan,nan,nan,nan,nan,nan,nan,nan
1943,Neighborhood... our neighborhood raised us.,nan,nan,nan,nan,nan,nan,nan,nan
1944,You know that a frog's eye... you get things done because you're smart.,you get things done,"[[30, 49]]",you 're smart,"[[58, 70]]",because,"[[50, 57]]",Contingency.Cause,Explicit
1945,Not because you are the general overseer.,Not,"[[0, 3]]",you are the general overseer,"[[12, 40]]",because,"[[4, 11]]",Contingency.Cause,Explicit
1946,You don't understand?,nan,nan,nan,nan,nan,nan,nan,nan
1947,Uh... people say that the monkey got smart because the trees are closely connected.,that the monkey got smart,"[[17, 42]]",the trees are closely connected,"[[51, 82]]",because,"[[43, 50]]",Contingency.Cause,Explicit
1948,"If the trees are far apart, you'll see that monkeys will go under, buy pure water, board a motorcycle, and use a handkerchief because the weather is hot [meaning that the monkey will apply wisdom].","you 'll see that monkeys will go under , buy pure water , board a motorcycle , and use a handkerchief because the weather is hot","[[28, 152]]",the trees are far apart,"[[3, 26]]",If,"[[0, 2]]",Contingency.Condition,Explicit
1948,"If the trees are far apart, you'll see that monkeys will go under, buy pure water, board a motorcycle, and use a handkerchief because the weather is hot [meaning that the monkey will apply wisdom].","If the 'll see that monkeys will go under , buy pure water , board a motorcycle , and use a handkerchief","[[0, 6], [31, 125]]",the weather is hot meaning that the monkey will apply wisdom,"[[134, 152], [154, 195]]",because,"[[126, 133]]",Contingency.Cause,Explicit
1949,Do you understand?,nan,nan,nan,nan,nan,nan,nan,nan
195,Why did he marry her then?,nan,nan,nan,nan,nan,nan,nan,nan
1950,"Don't let it cause a quarrel, my brothers and sisters, understand!",nan,nan,nan,nan,nan,nan,nan,nan
1951,That means I have been speaking with you.,nan,nan,nan,nan,nan,nan,nan,nan
1952,The conversation continues.,nan,nan,nan,nan,nan,nan,nan,nan
1953,Kanapotelli zaga za.,nan,nan,nan,nan,nan,nan,nan,nan
1954,What does that mean?,nan,nan,nan,nan,nan,nan,nan,nan
1955,I dunno.,nan,nan,nan,nan,nan,nan,nan,nan
1956,I don't even want to know.,nan,nan,nan,nan,nan,nan,nan,nan
1957,Get out!,nan,nan,nan,nan,nan,nan,nan,nan
1958,Your father!,nan,nan,nan,nan,nan,nan,nan,nan
1959,"""Your father"" is a greeting.",nan,nan,nan,nan,nan,nan,nan,nan
196,That is what I just don’t know.,nan,nan,nan,nan,nan,nan,nan,nan
1960,It's not a curse!,nan,nan,nan,nan,nan,nan,nan,nan
1961,Thank you!,nan,nan,nan,nan,nan,nan,nan,nan
197,"Later, even if it's money he doesn’t have.",",","[[5, 6]]",even if it 's money he doesn’t have,"[[7, 41]]",Later,"[[0, 5]]",Temporal.Asynchronous,Explicit
197,"Later, even if it's money he doesn’t have.","Later ,","[[0, 6]]",even it 's money he doesn’t have,"[[7, 11], [15, 41]]",if,"[[12, 14]]",Contingency.Condition,Explicit
198,And you just try uh... to do som-...,,[],you just try uh ... to do som -...,"[[4, 36]]",And,"[[0, 3]]",Expansion.Conjunction,Explicit
199,"Even if it is leaving the house, you should even leave the house!",Even you should even leave the house,"[[0, 4], [33, 64]]",it is leaving the house,"[[8, 31]]",if,"[[5, 7]]",Contingency.Condition,Explicit
2,"Because at my dad's, we could only go to the farm.",,[],"at my dad 's , we could only go to the farm","[[8, 49]]",Because,"[[0, 7]]",Contingency.Cause,Explicit
20,"Then, at the end of the year, they would come give us our money.",,[],"at the end of the year , they would come give us our money","[[6, 63]]",Then,"[[0, 4]]",Temporal.Asynchronous,Explicit
200,But it is uh... anger.,,[],it is uh ... anger,"[[4, 21]]",But,"[[0, 3]]",Comparison.Contrast,Explicit
201,"You will just be angry, you will just be beating the woman everytime.",nan,nan,nan,nan,nan,nan,nan,nan
202,"Sometimes, they will even just take a knife, and like stab the woman everytime.",nan,nan,nan,nan,nan,nan,nan,nan
203,I just don’t understand.,nan,nan,nan,nan,nan,nan,nan,nan
204,"Wait, is it because women can't fight or do anything","Wait , is it","[[0, 11]]",women can't fight or do anything,"[[20, 52]]",because,"[[12, 19]]",Contingency.Cause,Explicit
205,"And even in Nigeria, I don’t even know whether they, they really look into this matter.",,[],"even in Nigeria , I don’t even know whether they , they really look into this matter","[[4, 86]]",And,"[[0, 3]]",Expansion.Conjunction,Explicit
206,I just don’t understand.,nan,nan,nan,nan,nan,nan,nan,nan
207,I just don’t know.,nan,nan,nan,nan,nan,nan,nan,nan
208,"This matter, it is just, it is becoming serious, it is happening more and more every day.",nan,nan,nan,nan,nan,nan,nan,nan
209,I just don’t know what is happening.,nan,nan,nan,nan,nan,nan,nan,nan
21,"We would use it to buy clothes, anything we wanted.",nan,nan,nan,nan,nan,nan,nan,nan
210,"The thing, it even leads to uh... uh... human uh... uh... uh... trafficking where a person will see a woman...",nan,nan,nan,nan,nan,nan,nan,nan
211,"Even the, even we notice all this human traffi-, uh... trafficking, where they uh... carry uh...women.",nan,nan,nan,nan,nan,nan,nan,nan
212,"They will carry them, they will export them like rice.",nan,nan,nan,nan,nan,nan,nan,nan
213,Are they rice?,nan,nan,nan,nan,nan,nan,nan,nan
214,Are they pencils to export and import?,nan,nan,nan,nan,nan,nan,nan,nan
215,"Even men, if they say they want to add men, it's one in ten.","Even men , it 's one in ten","[[0, 9], [44, 59]]",they say they want to add men,"[[13, 42]]",if,"[[10, 12]]",Contingency.Condition,Explicit
216,"It is women who will s-, let's say they are uh... ninety nine uh...percent.",nan,nan,nan,nan,nan,nan,nan,nan
217,Women are one uh... percent.,nan,nan,nan,nan,nan,nan,nan,nan
218,Why?,nan,nan,nan,nan,nan,nan,nan,nan
219,"They will just be using women, beating them anyhow.",nan,nan,nan,nan,nan,nan,nan,nan
22,We used it to take care of ourselves.,nan,nan,nan,nan,nan,nan,nan,nan
220,I am saying Nigeria should look into this matter.,nan,nan,nan,nan,nan,nan,nan,nan
221,"It is not good, it is not good.",nan,nan,nan,nan,nan,nan,nan,nan
222,"A lot of the time, this thing, it destroys families.",nan,nan,nan,nan,nan,nan,nan,nan
223,"If children, small children see this thing, it'll just increase every day.",it 'll just increase every day,"[[44, 73]]","children , small children see this thing","[[3, 42]]",If,"[[0, 2]]",Contingency.Condition,Explicit
224,If a small child just...,,[],a small child just ...,"[[3, 24]]",If,"[[0, 2]]",Contingency.Condition,Explicit
225,"We think that all these small children, they don't know anything.",nan,nan,nan,nan,nan,nan,nan,nan
226,"I'm telling you, small children, they know something, but they know more than us because, at that time, there is nothing in their brain.","'m telling you , small children , they know something they know more than us","[[1, 52], [58, 80]]","because , at that time , there is nothing in their brain","[[81, 135]]",but,"[[54, 57]]",Comparison.Contrast,Explicit
226,"I'm telling you, small children, they know something, but they know more than us because, at that time, there is nothing in their brain.",they but they know more than us,"[[33, 37], [54, 80]]","at that time , there is nothing in their brain","[[90, 135]]",because,"[[81, 88]]",Contingency.Cause,Explicit
227,They don't think about anything.,nan,nan,nan,nan,nan,nan,nan,nan
228,We're the ones who get all these things in our head.,nan,nan,nan,nan,nan,nan,nan,nan
229,"We will say ""ah!
We want to get work, I want to go to work, ah!
This thing that I do for work, everything I am doing for this place, I need to go to Oshodi!""",nan,nan,nan,nan,nan,nan,nan,nan
23,"Then we did ""waye"" work again, we got the money and shared it",,[],"we did "" waye "" work again , we got the money and shared","[[5, 58]]",Then,"[[0, 4]]",Temporal.Asynchronous,Explicit
230,"All these things are in our heads, but when it comes to small children, they don't have anything in their heads.",All these things are in our heads they don't have anything in their heads,"[[0, 33], [72, 111]]","when it comes to small children ,","[[39, 71]]",but,"[[35, 38]]",Comparison.Contrast,Explicit
230,"All these things are in our heads, but when it comes to small children, they don't have anything in their heads.",All these things are in our heads they don't have anything in their heads,"[[0, 33], [72, 111]]","but it comes to small children ,","[[35, 38], [44, 71]]",when,"[[39, 43]]",Contingency.Condition,Explicit
231,"So, anything that they see, that they hear, even if they cannot say anything, those things get wired in their brain even when they become adults.",those things get wired in their brain even when they become adults,"[[78, 144]]","anything that they see , that they hear , even if they cannot say anything","[[4, 76]]",So,"[[0, 2]]",Contingency.Cause,Explicit
231,"So, anything that they see, that they hear, even if they cannot say anything, those things get wired in their brain even when they become adults.","So , anything that they see , that they hear even those things get wired in their brain even when","[[0, 42], [44, 48], [78, 125]]",they cannot say anything,"[[52, 76]]",if,"[[49, 51]]",Comparison.Concession,Explicit
231,"So, anything that they see, that they hear, even if they cannot say anything, those things get wired in their brain even when they become adults.","So , anything that they see , that they hear , even if they cannot say anything , those things get wired in their brain even","[[0, 120]]",they become adults,"[[126, 144]]",when,"[[121, 125]]",Temporal.Synchrony,Explicit
232,"So, that's what is making this thing continue.",,[],", that 's what is making this thing continue","[[2, 45]]",So,"[[0, 2]]",Contingency.Cause,Explicit
233,"A child who says he sees his daddy beat his mummy, if that child grows up, do you want to tell me that that child will not be... be a wife uh... uh... uh... uh... beater when he gets married?",he sees his daddy beat his mummy you want to tell me that that child will not be ... be a wife uh ... uh ... uh ... uh ... beater when he gets married,"[[17, 49], [78, 190]]",that child grows up,"[[54, 73]]",if,"[[51, 53]]",Contingency.Condition,Explicit
233,"A child who says he sees his daddy beat his mummy, if that child grows up, do you want to tell me that that child will not be... be a wife uh... uh... uh... uh... beater when he gets married?",that that child will not be ... be a wife uh ... uh uh ... uh ... beater,"[[98, 147], [151, 169]]",he gets married,"[[175, 190]]",when,"[[170, 174]]",Temporal.Synchrony,Explicit
234,That's how it will be now.,nan,nan,nan,nan,nan,nan,nan,nan
235,"It will just continue like that, and the thing cannot stop.",It will just continue like that,"[[0, 31]]",the thing cannot stop,"[[37, 58]]",and,"[[33, 36]]",Expansion.Conjunction,Explicit
236,I say that charity begins at home.,nan,nan,nan,nan,nan,nan,nan,nan
237,"Let us start this thing for, for, for our own self.",nan,nan,nan,nan,nan,nan,nan,nan
238,Nobody will do it for us.,nan,nan,nan,nan,nan,nan,nan,nan
239,It's us who will do it for ourselves.,nan,nan,nan,nan,nan,nan,nan,nan
24,All of us said we wanted to go to school.,nan,nan,nan,nan,nan,nan,nan,nan
240,We will do it for ourselves.,nan,nan,nan,nan,nan,nan,nan,nan
241,"Nigerians, I beg you.",nan,nan,nan,nan,nan,nan,nan,nan
242,"Let's act in a good way, don't let us spoil ourselves, but make at... at least, Nigeria better.",nan,nan,nan,nan,nan,nan,nan,nan
243,"When it comes to mo-, moral civilisation (if that's what I want to call it), let's just be good to each other, don't let us just be...","it comes to mo-, moral civilisation let 's just be good to each other , don't let us just be ...","[[5, 40], [77, 134]]",if that 's what I want to call it ),"[[42, 75]]",When,"[[0, 4]]",Contingency.Condition,Explicit
243,"When it comes to mo-, moral civilisation (if that's what I want to call it), let's just be good to each other, don't let us just be...","When it comes to mo-, moral civilisation let 's just be good to each other don't let us just be ...","[[0, 40], [77, 109], [111, 134]]",that 's what I want to call it ),"[[45, 75]]",if,"[[42, 44]]",Contingency.Condition,Explicit
244,"In fact, if it's our own family members, don't let us do bad to our own family members.",don't let us do bad to our own family members,"[[41, 86]]",if it 's our own family members,"[[9, 39]]",In fact,"[[0, 7]]",Expansion.Conjunction,Explicit
244,"In fact, if it's our own family members, don't let us do bad to our own family members.",In fact don't let us do bad to our own family members,"[[0, 7], [41, 86]]",it 's our own family members,"[[12, 39]]",if,"[[9, 11]]",Contingency.Condition,Explicit
245,Thank you.,nan,nan,nan,nan,nan,nan,nan,nan
246,"I know that right now, they have even created...",nan,nan,nan,nan,nan,nan,nan,nan
247,"It is good that they have created this uh... women empowerment uh... thing uh... for Nigerians, for Nigerians.",nan,nan,nan,nan,nan,nan,nan,nan
248,"And there is even one (I don't remember the exact name), which they have created for all this uh... uh... demoralisation of women, uh... demoralisation of uh... women and even children.",,[],"there is even one ( I don't remember the exact name ) , which they have created for all this uh ... uh ... demoralisation of women , uh... demoralisation of uh ... women and even children","[[4, 184]]",And,"[[0, 3]]",Expansion.Conjunction,Explicit
249,"So, when you see someone, if it is on your uh... uh... doorstep, if it is in your uh... uh... uh... uh... neighborhood that you see a man beating women (sometimes, they don't even care if it is outside, they will even strip a woman and beat her severely), don't just leave it saying uh... this thing is none of your business.","it uh ... uh ... uh ... neighborhood that you see a man beating women ( sometimes , they don't even care if it is outside","[[68, 70], [88, 201]]","when you see someone , if it is on your uh ... uh ... doorstep if is in your uh ...","[[4, 63], [65, 67], [71, 87]]",So,"[[0, 2]]",Contingency.Cause,Explicit
249,"So, when you see someone, if it is on your uh... uh... doorstep, if it is in your uh... uh... uh... uh... neighborhood that you see a man beating women (sometimes, they don't even care if it is outside, they will even strip a woman and beat her severely), don't just leave it saying uh... this thing is none of your business.","So you see if it is in your uh ... uh ... uh ... uh ... neighborhood that you see a man beating women ( sometimes they don't even care if it is outside , they","[[0, 2], [9, 16], [65, 162], [164, 207]]",someone if it is on your uh ... uh ... doorstep,"[[17, 24], [26, 63]]",when,"[[4, 8]]",Temporal.Synchrony,Explicit
249,"So, when you see someone, if it is on your uh... uh... doorstep, if it is in your uh... uh... uh... uh... neighborhood that you see a man beating women (sometimes, they don't even care if it is outside, they will even strip a woman and beat her severely), don't just leave it saying uh... this thing is none of your business.","So , when you see someone ... doorstep if it is in your uh ... uh ... uh ... uh ... neighborhood that you see a man beating women ( sometimes , they don't even care if it is outside , they will even strip a woman","[[0, 24], [51, 63], [65, 231]]",it is on your uh ... uh,"[[29, 51]]",if,"[[26, 28]]",Contingency.Condition,Explicit
249,"So, when you see someone, if it is on your uh... uh... doorstep, if it is in your uh... uh... uh... uh... neighborhood that you see a man beating women (sometimes, they don't even care if it is outside, they will even strip a woman and beat her severely), don't just leave it saying uh... this thing is none of your business.","So when you see someone , if it is on your uh ... uh ... doorstep uh ... uh ... uh ... uh ... neighborhood that you see a man beating women sometimes they don't even care if it is outside they will even strip a woman and beat her severely ) don't just leave it saying","[[0, 2], [4, 63], [82, 151], [153, 162], [164, 201], [203, 254], [256, 282]]",it is in your,"[[68, 81]]",if,"[[65, 67]]",Contingency.Condition,Explicit
25,We wanted to go back to school.,nan,nan,nan,nan,nan,nan,nan,nan
250,It is!,nan,nan,nan,nan,nan,nan,nan,nan
251,It's everyone's business!,nan,nan,nan,nan,nan,nan,nan,nan
252,"Because some people will just want to say ""please, I don't wanna interfere in this matter"".",,[],"some people will just want to say "" please , I don't wan na interfere in this matter ""","[[8, 90]]",Because,"[[0, 7]]",Contingency.Cause,Explicit
253,"If that man kills that woman in that place, don't you know that God will... will... will deal with you?",don't you know that God will ... will ... will deal with you,"[[44, 102]]",that man kills that woman in that place,"[[3, 42]]",If,"[[0, 2]]",Contingency.Condition,Explicit
254,"God will deal will you, God will punish you because you were there and you did not stop it.","God will deal will you , God will punish you","[[0, 43]]",you were there and you did not stop it,"[[52, 90]]",because,"[[44, 51]]",Contingency.Cause,Explicit
254,"God will deal will you, God will punish you because you were there and you did not stop it.","God will deal will you , God will punish you because you were there","[[0, 66]]",you did not stop it,"[[71, 90]]",and,"[[67, 70]]",Expansion.Conjunction,Explicit
255,"If you can stop the man, stop him!",stop him,"[[25, 33]]",you can stop the man,"[[3, 23]]",If,"[[0, 2]]",Contingency.Condition,Explicit
256,"And if it means reporting to where he needs to be reported, take him to the police!",take him to the police,"[[60, 82]]",if it means reporting to where he needs to be reported,"[[4, 58]]",And,"[[0, 3]]",Expansion.Conjunction,Explicit
